icd9code,long_description,short_description
346.23,Variants of migraine - not elsewhere classified - with intractable migraine - so stated - with status migrainosus,Var mgrn NEC w ntrc mgr
346.30,Hemiplegic migraine - without mention of intractable migraine without mention of status migrainosus,Hmplg mgr wo ntrc wo st
346.31,Hemiplegic migraine - with intractable migraine - so stated - without mention of status migrainosus,Hmplg mgrn w ntrc wo st
346.32,Hemiplegic migraine - without mention of intractable migraine with status migrainosus,Hemplg mgr wo ntrc w st
346.33,Hemiplegic migraine - with intractable migraine - so stated - with status migrainosus,Hmplg mgrn w ntrc w st
346.40,Menstrual migraine - without mention of intractable migraine without mention of status migrainosus,Menst mgr wo ntrc wo st
346.41,Menstrual migraine - with intractable migraine - so stated - without mention of status migrainosus,Menstl mgrn w ntrc wo st
346.42,Menstrual migraine - without mention of intractable migraine with status migrainosus,Menstl mgr wo ntrc w st
346.43,Menstrual migraine - with intractable migraine - so stated - with status migrainosus,Menstl mgrn w ntrc w st
346.50,Persistent migraine aura without cerebral infarction - without mention of intractable migraine without mention of status migrainosus,Prst aura wo inf/ntr/st
346.51,Persistent migraine aura without cerebral infarction - with intractable migraine - so stated - without mention of status migrainosus,Prs ara w ntr wo inf/st
346.52,Persistent migraine aura without cerebral infarction - without mention of intractable migraine with status migrainosus,Prs ara wo inf/ntr w st
346.53,Persistent migraine aura without cerebral infarction - with intractable migraine - so stated - with status migrainosus,Prs ara wo inf w ntr/st
346.60,Persistent migraine aura with cerebral infarction - without mention of intractable migraine without mention of status migrainosus,Prs ara w inf wo ntr/st
346.61,Persistent migraine aura with cerebral infarction - with intractable migraine - so stated - without mention of status migrainosus,Prs ara w/inf/ntr wo st
346.62,Persistent migraine aura with cerebral infarction - without mention of intractable migraine with status migrainosus,Prs ara wo ntr w inf/st
346.63,Persistent migraine aura with cerebral infarction - with intractable migraine - so stated - with status migrainosus,Prst ara w inf w ntr/st
346.70,Chronic migraine without aura - without mention of intractable migraine without mention of status migrainosus,Ch mgr wo ar wo nt wo st
346.71,Chronic migraine without aura - with intractable migraine - so stated - without mention of status migrainosus,Ch mgr wo ara w nt wo st
346.72,Chronic migraine without aura - without mention of intractable migraine with status migrainosus,Ch mgr wo ara wo nt w st
346.73,Chronic migraine without aura - with intractable migraine - so stated - with status migrainosus,Ch mgr wo ara w ntr w st
346.80,Other forms of migraine - without mention of intractable migraine without mention of status migrainosus,Othr migrne wo ntrc mgrn
346.81,Other forms of migraine - with intractable migraine - so stated - without mention of status migrainosus,Othr migrne w ntrc mgrne
346.82,Other forms of migraine - without mention of intractable migraine with status migrainosus,Oth mgr wo ntrc w st mgr
346.83,Other forms of migraine - with intractable migraine - so stated - with status migrainosus,Oth mgr w ntrc w st mgr
346.90,Migraine - unspecified - without mention of intractable migraine without mention of status migrainosus,Migrne unsp wo ntrc mgrn
346.91,Migraine - unspecified - with intractable migraine - so stated - without mention of status migrainosus,Mgrn unsp w ntrc mgr std
346.92,Migraine - unspecified - without mention of intractable migraine with status migrainosus,Mgr NOS wo ntrc w st mgr
346.93,Migraine - unspecified - with intractable migraine - so stated - with status migrainosus,Mgrn NOS w ntrc w st mgr
347.00,Narcolepsy - without cataplexy,Narcolepsy w/o cataplexy
347.01,Narcolepsy - with cataplexy,Narcolepsy w cataplexy
347.10,Narcolepsy in conditions classified elsewhere - without cataplexy,Narclpsy w/o cat oth dis
347.11,Narcolepsy in conditions classified elsewhere - with cataplexy,Narcolepsy w cat oth dis
348.0,Cerebral cysts,Cerebral cysts
348.1,Anoxic brain damage,Anoxic brain damage
348.2,Benign intracranial hypertension,Pseudotumor cerebri
348.30,Encephalopathy - unspecified,Encephalopathy NOS
348.31,Metabolic encephalopathy,Metabolic encephalopathy
348.39,Other encephalopathy,Encephalopathy NEC
348.4,Compression of brain,Compression of brain
348.5,Cerebral edema,Cerebral edema
348.81,Temporal sclerosis,Temporal sclerosis
348.82,Brain death,Brain death
348.89,Other conditions of brain,Brain conditions NEC
348.9,Unspecified condition of brain,Brain condition NOS
349.0,Reaction to spinal or lumbar puncture,Lumbar puncture reaction
349.1,Nervous system complications from surgically implanted device,Complication cns device
349.2,Disorders of meninges - not elsewhere classified,Disorder of meninges NEC
349.31,Accidental puncture or laceration of dura during a procedure,Accid punc/op lac dura
349.39,Other dural tear,Dural tear NEC
349.81,Cerebrospinal fluid rhinorrhea,Cerebrospinal rhinorrhea
349.82,Toxic encephalopathy,Toxic encephalopathy
349.89,Other specified disorders of nervous system,Cns disorder NEC
349.9,Unspecified disorders of nervous system,Cns disorder NOS
350.1,Trigeminal neuralgia,Trigeminal neuralgia
350.2,Atypical face pain,Atypical face pain
350.8,Other specified trigeminal nerve disorders,Trigeminal nerve dis NEC
350.9,Trigeminal nerve disorder - unspecified,Trigeminal nerve dis NOS
351.0,Bell's palsy,Bell's palsy
351.1,Geniculate ganglionitis,Geniculate ganglionitis
351.8,Other facial nerve disorders,Facial nerve dis NEC
351.9,Facial nerve disorder - unspecified,Facial nerve dis NOS
352.0,Disorders of olfactory (1st) nerve,Olfactory nerve disorder
352.1,Glossopharyngeal neuralgia,Glossopharyng neuralgia
352.2,Other disorders of glossopharyngeal [9th] nerve,Glossophar nerve dis NEC
352.3,Disorders of pneumogastric [10th] nerve,Pneumogastric nerve dis
352.4,Disorders of accessory [11th] nerve,Accessory nerve disorder
352.5,Disorders of hypoglossal [12th] nerve,Hypoglossal nerve dis
352.6,Multiple cranial nerve palsies,Mult cranial nerve palsy
352.9,Unspecified disorder of cranial nerves,Cranial nerve dis NOS
353.0,Brachial plexus lesions,Brachial plexus lesions
353.1,Lumbosacral plexus lesions,Lumbosacral plex lesion
353.2,Cervical root lesions - not elsewhere classified,Cervical root lesion NEC
353.3,Thoracic root lesions - not elsewhere classified,Thoracic root lesion NEC
353.4,Lumbosacral root lesions - not elsewhere classified,Lumbsacral root les NEC
353.5,Neuralgic amyotrophy,Neuralgic amyotrophy
353.6,Phantom limb (syndrome),Phantom limb (syndrome)
353.8,Other nerve root and plexus disorders,Nerv root/plexus dis NEC
353.9,Unspecified nerve root and plexus disorder,Nerv root/plexus dis NOS
354.0,Carpal tunnel syndrome,Carpal tunnel syndrome
354.1,Other lesion of median nerve,Median nerve lesion NEC
354.2,Lesion of ulnar nerve,Ulnar nerve lesion
354.3,Lesion of radial nerve,Radial nerve lesion
354.4,Causalgia of upper limb,Causalgia upper limb
354.5,Mononeuritis multiplex,Mononeuritis multiplex
354.8,Other mononeuritis of upper limb,Mononeuritis arm NEC
354.9,Mononeuritis of upper limb - unspecified,Mononeuritis arm NOS
355.0,Lesion of sciatic nerve,Sciatic nerve lesion
355.1,Meralgia paresthetica,Meralgia paresthetica
355.2,Other lesion of femoral nerve,Femoral nerve lesion NEC
355.3,Lesion of lateral popliteal nerve,Lat popliteal nerve les
355.4,Lesion of medial popliteal nerve,Med popliteal nerve les
355.5,Tarsal tunnel syndrome,Tarsal tunnel syndrome
355.6,Lesion of plantar nerve,Plantar nerve lesion
355.71,Causalgia of lower limb,Causalgia lower limb
355.79,Other mononeuritis of lower limb,Oth mononeur lower limb
355.8,Mononeuritis of lower limb - unspecified,Mononeuritis leg NOS
355.9,Mononeuritis of unspecified site,Mononeuritis NOS
356.0,Hereditary peripheral neuropathy,Hered periph neuropathy
356.1,Peroneal muscular atrophy,Peroneal muscle atrophy
356.2,Hereditary sensory neuropathy,Hered sensory neuropathy
356.3,Refsum's disease,Refsum's disease
356.4,Idiopathic progressive polyneuropathy,Idio prog polyneuropathy
356.8,Other specified idiopathic peripheral neuropathy,Idio periph neurpthy NEC
356.9,Unspecified hereditary and idiopathic peripheral neuropathy,Idio periph neurpthy NOS
357.0,Acute infective polyneuritis,Ac infect polyneuritis
357.1,Polyneuropathy in collagen vascular disease,Neurpthy in col vasc dis
357.2,Polyneuropathy in diabetes,Neuropathy in diabetes
357.3,Polyneuropathy in malignant disease,Neuropathy in malig dis
357.4,Polyneuropathy in other diseases classified elsewhere,Neuropathy in other dis
357.5,Alcoholic polyneuropathy,Alcoholic polyneuropathy
357.6,Polyneuropathy due to drugs,Neuropathy due to drugs
357.7,Polyneuropathy due to other toxic agents,Neurpthy toxic agent NEC
357.81,Chronic inflammatory demyelinating polyneuritis,Chr inflam polyneuritis
357.82,Critical illness polyneuropathy,Crit illness neuropathy
357.89,Other inflammatory and toxic neuropathy,Inflam/tox neuropthy NEC
357.9,Unspecified inflammatory and toxic neuropathy,Inflam/tox neuropthy NOS
358.00,Myasthenia gravis without (acute) exacerbation,Mysthna grvs w/o ac exac
358.01,Myasthenia gravis with (acute) exacerbation,Myasthna gravs w ac exac
358.1,Myasthenic syndromes in diseases classified elsewhere,Myasthenia in oth dis
358.2,Toxic myoneural disorders,Toxic myoneural disorder
358.30,Lambert-Eaton syndrome - unspecified,Lambert-Eaton synd NOS
358.31,Lambert-Eaton syndrome in neoplastic disease,Lambert-Eaton synd neopl
358.39,Lambert-Eaton syndrome in other diseases classified elsewhere,Lambert-Eaton syn ot dis
358.8,Other specified myoneural disorders,Myoneural disorders NEC
358.9,Myoneural disorders - unspecified,Myoneural disorders NOS
359.0,Congenital hereditary muscular dystrophy,Cong hered musc dystrphy
359.1,Hereditary progressive muscular dystrophy,Hered prog musc dystrphy
359.21,Myotonic muscular dystrophy,Myotonic musclr dystrphy
359.22,Myotonia congenita,Myotonia congenita
359.23,Myotonic chondrodystrophy,Myotonic chondrodystrphy
359.24,Drug - induced myotonia,Drug induced myotonia
359.29,Other specified myotonic disorder,Myotonic disorder NEC
359.3,Periodic paralysis,Periodic paralysis
359.4,Toxic myopathy,Toxic myopathy
359.5,Myopathy in endocrine diseases classified elsewhere,Myopathy in endocrin dis
359.6,Symptomatic inflammatory myopathy in diseases classified elsewhere,Infl myopathy in oth dis
359.71,Inclusion body myositis,Inclusion body myositis
359.79,Other inflammatory and immune myopathies - NEC,Inflm/immune myopath NEC
359.81,Critical illness myopathy,Critical illness myopthy
359.89,Other myopathies,Myopathies NEC
359.9,Myopathy - unspecified,Myopathy NOS
360.00,Purulent endophthalmitis - unspecified,Purulent endophthalm NOS
360.01,Acute endophthalmitis,Acute endophthalmitis
360.02,Panophthalmitis,Panophthalmitis
360.03,Chronic endophthalmitis,Chronic endophthalmitis
360.04,Vitreous abscess,Vitreous abscess
360.11,Sympathetic uveitis,Sympathetic uveitis
360.12,Panuveitis,Panuveitis
360.13,Parasitic endophthalmitis NOS,Parasitic endophthal NOS
360.14,Ophthalmia nodosa,Ophthalmia nodosa
360.19,Other endophthalmitis,Endophthalmitis NEC
360.20,Degenerative disorder of globe - unspecified,Degenerat globe dis NOS
360.21,Progressive high (degenerative) myopia,Progressive high myopia
360.23,Siderosis of globe,Siderosis
360.24,Other metallosis of globe,Other metallosis - eye
360.29,Other degenerative disorders of globe,Degenerative globe NEC
360.30,Hypotony of eye - unspecified,Hypotony NOS - eye
360.31,Primary hypotony of eye,Primary hypotony
360.32,Ocular fistula causing hypotony,Hypotony due to fistula
360.33,Hypotony associated with other ocular disorders,Hypotony w eye dis NEC
360.34,Flat anterior chamber of eye,Flat anterior chamber
360.40,Degenerated globe or eye - unspecified,Degeneration of eye NOS
360.41,Blind hypotensive eye,Blind hypotensive eye
360.42,Blind hypertensive eye,Blind hypertensive eye
360.43,Hemophthalmos - except current injury,Hemophthalmos
360.44,Leucocoria,Leucocoria
360.50,Foreign body - magnetic - intraocular - unspecified,Old magnet fb - eye NOS
360.51,Foreign body - magnetic - in anterior chamber of eye,Old magnet fb - ant chamb
360.52,Foreign body - magnetic - in iris or ciliary body,Old magnet fb - iris
360.53,Foreign body - magnetic - in lens,Old magnet fb - lens
360.54,Foreign body - magnetic - in vitreous,Old magnet fb - vitreous
360.55,Foreign body - magnetic - in posterior wall,Old magnet fb - post wall
360.59,Intraocular foreign body - magnetic - in other or multiple sites,Old magnet fb - eye NEC
360.60,Foreign body - intraocular - unspecified,Intraocular FB NOS
360.61,Foreign body in anterior chamber,FB in anterior chamber
360.62,Foreign body in iris or ciliary body,FB in iris or ciliary
360.63,Foreign body in lens,Foreign body in lens
360.64,Foreign body in vitreous,Foreign body in vitreous
360.65,Foreign body in posterior wall of eye,FB in posterior wall
360.69,Intraocular foreign body in other or multiple sites,Intraocular FB NEC
360.81,Luxation of globe,Luxation of globe
360.89,Other disorders of globe,Disorder of globe NEC
360.9,Unspecified disorder of globe,Disorder of globe NOS
361.00,Retinal detachment with retinal defect - unspecified,Detachmnt w defect NOS
361.01,Recent retinal detachment - partial - with single defect,Part detach-singl defec
361.02,Recent retinal detachment - partial - with multiple defects,Part detach-mult defect
361.03,Recent retinal detachment - partial - with giant tear,Part detach-giant tear
361.04,Recent retinal detachment - partial - with retinal dialysis,Part detach-dialysis
361.05,Recent retinal detachment - total or subtotal,Recent detachment - total
361.06,Old retinal detachment - partial,Old detachment - partial
361.07,Old retinal detachment - total or subtotal,Old detachment - total
361.10,Retinoschisis - unspecified,Retinoschisis NOS
361.11,Flat retinoschisis,Flat retinoschisis
361.12,Bullous retinoschisis,Bullous retinoschisis
361.13,Primary retinal cysts,Primary retinal cysts
