Diag Code   Short Description               Long Description
20057       Primary CNS lymph spleen        Primary central nervous system lymphoma, spleen
20058       Primary CNS lymph multip        Primary central nervous system lymphoma, lymph nodes of multiple sites
20060       Anaplastic lymph xtrndl         Anaplastic large cell lymphoma, unspecified site, extranodal and solid organ sites
20061       Anaplastic lymph head           Anaplastic large cell lymphoma, lymph nodes of head, face, and neck
20062       Anaplastic lymph thorax         Anaplastic large cell lymphoma, intrathoracic lymph nodes
20063       Anaplastic lymph abdom          Anaplastic large cell lymphoma, intra-abdominal lymph nodes
20064       Anaplastic lymph axilla         Anaplastic large cell lymphoma, lymph nodes of axilla and upper limb
20065       Anaplastic lymph inguin         Anaplastic large cell lymphoma, lymph nodes of inguinal region and lower limb
20066       Anaplastic lymph pelvic         Anaplastic large cell lymphoma, intrapelvic lymph nodes
20067       Anaplastic lymph spleen         Anaplastic large cell lymphoma, spleen
20068       Anaplastic lymph multip         Anaplastic large cell lymphoma, lymph nodes of multiple sites
20070       Large cell lymph xtrndl         Large cell lymphoma, unspecified site, extranodal and solid organ sites
20071       Large cell lymphoma head        Large cell lymphoma, lymph nodes of head, face, and neck
20072       Large cell lymph thorax         Large cell lymphoma, intrathoracic lymph nodes
20073       Large cell lymph abdom          Large cell lymphoma, intra-abdominal lymph nodes
20074       Large cell lymph axilla         Large cell lymphoma, lymph nodes of axilla and upper limb
20075       Large cell lymph inguin         Large cell lymphoma, lymph nodes of inguinal region and lower limb
20076       Large cell lymph pelvic         Large cell lymphoma, intrapelvic lymph nodes
20077       Large cell lymph spleen         Large cell lymphoma, spleen
20078       Large cell lymph multip         Large cell lymphoma, lymph nodes of multiple sites
20080       Oth varn unsp xtrndl org        Other named variants of lymphosarcoma and reticulosarcoma, unspecified site, extranodal and solid organ sites
20081       Mixed lymphosarc head           Other named variants of lymphosarcoma and reticulosarcoma, lymph nodes of head, face, and neck
20082       Mixed lymphosarc thorax         Other named variants of lymphosarcoma and reticulosarcoma,intrathoracic lymph nodes
20083       Mixed lymphosarc abdom          Other named variants of lymphosarcoma and reticulosarcoma, intra-abdominal lymph nodes
20084       Mixed lymphosarc axilla         Other named variants of lymphosarcoma and reticulosarcoma, lymph nodes of axilla and upper limb
20085       Mixed lymphosarc inguin         Other named variants of lymphosarcoma and reticulosarcoma, lymph nodes of inguinal region and lower limb
20086       Mixed lymphosarc pelvic         Other named variants of lymphosarcoma and reticulosarcoma, intrapelvic lymph nodes
20087       Mixed lymphosarc spleen         Other named variants of lymphosarcoma and reticulosarcoma, spleen
20088       Mixed lymphosarc mult           Other named variants of lymphosarcoma and reticulosarcoma, lymph nodes of multiple sites
20100       Hdgk prg unsp xtrndl org        Hodgkin's paragranuloma, unspecified site, extranodal and solid organ sites
20101       Hodgkins paragran head          Hodgkin's paragranuloma, lymph nodes of head, face, and neck
20102       Hodgkins paragran thorax        Hodgkin's paragranuloma, intrathoracic lymph nodes
20103       Hodgkins paragran abdom         Hodgkin's paragranuloma, intra-abdominal lymph nodes
20104       Hodgkins paragran axilla        Hodgkin's paragranuloma, lymph nodes of axilla and upper limb
20105       Hodgkins paragran inguin        Hodgkin's paragranuloma, lymph nodes of inguinal region and lower limb
20106       Hodgkins paragran pelvic        Hodgkin's paragranuloma, intrapelvic lymph nodes
20107       Hodgkins paragran spleen        Hodgkin's paragranuloma, spleen
20108       Hodgkins paragran mult          Hodgkin's paragranuloma, lymph nodes of multiple sites
20110       Hdgk grn unsp xtrndl org        Hodgkin's granuloma, unspecified site, extranodal and solid organ sites
20111       Hodgkins granulom head          Hodgkin's granuloma, lymph nodes of head, face, and neck
20112       Hodgkins granulom thorax        Hodgkin's granuloma, intrathoracic lymph nodes
20113       Hodgkins granulom abdom         Hodgkin's granuloma, intra-abdominal lymph nodes
20114       Hodgkins granulom axilla        Hodgkin's granuloma, lymph nodes of axilla and upper limb
20115       Hodgkins granulom inguin        Hodgkin's granuloma, lymph nodes of inguinal region and lower limb
20116       Hodgkins granulom pelvic        Hodgkin's granuloma, intrapelvic lymph nodes
20117       Hodgkins granulom spleen        Hodgkin's granuloma, spleen
20118       Hodgkins granulom mult          Hodgkin's granuloma, lymph nodes of multiple sites
20120       Hdgk src unsp xtrndl org        Hodgkin's sarcoma, unspecified site, extranodal and solid organ sites
20121       Hodgkins sarcoma head           Hodgkin's sarcoma, lymph nodes of head, face, and neck
20122       Hodgkins sarcoma thorax         Hodgkin's sarcoma, intrathoracic lymph nodes
20123       Hodgkins sarcoma abdom          Hodgkin's sarcoma, intra-abdominal lymph nodes
20124       Hodgkins sarcoma axilla         Hodgkin's sarcoma, lymph nodes of axilla and upper limb
20125       Hodgkins sarcoma inguin         Hodgkin's sarcoma, lymph nodes of inguinal region and lower limb
20126       Hodgkins sarcoma pelvic         Hodgkin's sarcoma, intrapelvic lymph nodes
20127       Hodgkins sarcoma spleen         Hodgkin's sarcoma, spleen
20128       Hodgkins sarcoma mult           Hodgkin's sarcoma, lymph nodes of multiple sites
20140       Lym-hst unsp xtrndl orgn        Hodgkin's disease, lymphocytic-histiocytic predominance, unspecified site, extranodal and solid organ sites
20141       Hodg lymph-histio head          Hodgkin's disease, lymphocytic-histiocytic predominance, lymph nodes of head, face, and neck
20142       Hodg lymph-histio thorax        Hodgkin's disease, lymphocytic-histiocytic predominance, intrathoracic lymph nodes
20143       Hodg lymph-histio abdom         Hodgkin's disease, lymphocytic-histiocytic predominance, intra-abdominal lymph nodes
20144       Hodg lymph-histio axilla        Hodgkin's disease, lymphocytic-histiocytic predominance, lymph nodes of axilla and upper limb
20145       Hodg lymph-histio inguin        Hodgkin's disease, lymphocytic-histiocytic predominance, lymph nodes of inguinal region and lower limb
20146       Hodg lymph-histio pelvic        Hodgkin's disease, lymphocytic-histiocytic predominance, intrapelvic lymph nodes
20147       Hodg lymph-histio spleen        Hodgkin's disease, lymphocytic-histiocytic predominance, spleen
20148       Hodg lymph-histio mult          Hodgkin's disease, lymphocytic-histiocytic predominance, lymph nodes of multiple sites
20150       Ndr sclr unsp xtrndl org        Hodgkin's disease, nodular sclerosis, unspecified site, extranodal and solid organ sites
20151       Hodg nodul sclero head          Hodgkin's disease, nodular sclerosis, lymph nodes of head, face, and neck
20152       Hodg nodul sclero thorax        Hodgkin's disease, nodular sclerosis, intrathoracic lymph nodes
20153       Hodg nodul sclero abdom         Hodgkin's disease, nodular sclerosis, intra-abdominal lymph nodes
20154       Hodg nodul sclero axilla        Hodgkin's disease, nodular sclerosis, lymph nodes of axilla and upper limb
20155       Hodg nodul sclero inguin        Hodgkin's disease, nodular sclerosis, lymph nodes of inguinal region and lower limb
20156       Hodg nodul sclero pelvic        Hodgkin's disease, nodular sclerosis, intrapelvic lymph nodes
20157       Hodg nodul sclero spleen        Hodgkin's disease, nodular sclerosis, spleen
20158       Hodg nodul sclero mult          Hodgkin's disease, nodular sclerosis, lymph nodes of multiple sites
20160       Mxd celr unsp xtrndl org        Hodgkin's disease, mixed cellularity, unspecified site, extranodal and solid organ sites
20161       Hodgkins mix cell head          Hodgkin's disease, mixed cellularity, lymph nodes of head, face, and neck
20162       Hodgkins mix cell thorax        Hodgkin's disease, mixed cellularity, intrathoracic lymph nodes
20163       Hodgkins mix cell abdom         Hodgkin's disease, mixed cellularity, intra-abdominal lymph nodes
20164       Hodgkins mix cell axilla        Hodgkin's disease, mixed cellularity, lymph nodes of axilla and upper limb
20165       Hodgkins mix cell inguin        Hodgkin's disease, mixed cellularity, lymph nodes of inguinal region and lower limb
